"_id","_labels","chunk_index","embedding","id","index","name","text","weather","_start","_end","_type","fromYear"
,,,,,,,,,"154","157","MENTIONS",""
,,,,,,,,,"154","158","MENTIONS",""
,,,,,,,,,"154","159","MENTIONS",""
,,,,,,,,,"154","160","MENTIONS",""
,,,,,,,,,"154","161","MENTIONS",""
,,,,,,,,,"154","162","MENTIONS",""
,,,,,,,,,"154","163","MENTIONS",""
,,,,,,,,,"154","164","MENTIONS",""
,,,,,,,,,"154","165","MENTIONS",""
,,,,,,,,,"154","166","MENTIONS",""
,,,,,,,,,"154","167","MENTIONS",""
,,,,,,,,,"154","168","MENTIONS",""
,,,,,,,,,"154","169","MENTIONS",""
,,,,,,,,,"154","170","MENTIONS",""
,,,,,,,,,"154","171","MENTIONS",""
,,,,,,,,,"154","172","MENTIONS",""
,,,,,,,,,"154","173","MENTIONS",""
,,,,,,,,,"154","174","MENTIONS",""
,,,,,,,,,"154","175","MENTIONS",""
,,,,,,,,,"154","176","MENTIONS",""
,,,,,,,,,"154","54","MENTIONS",""
,,,,,,,,,"154","177","MENTIONS",""
,,,,,,,,,"158","170","REACHES",""
,,,,,,,,,"171","163","CLOSES",""
,,,,,,,,,"175","167","ENERGISED_BY",""
,,,,,,,,,"175","161","CONNECTED_ACROSS",""
,,,,,,,,,"173","172","HAS_VOLTAGE_DIFFERENCE_BETWEEN",""
,,,,,,,,,"175","176","CLOSES_WHEN_DIFFERENCE_REACHES",""
,,,,,,,,,"155","160","APPLIES_VOLTAGE_TO",""
,,,,,,,,,"54","156","CONNECTED_TO",""
,,,,,,,,,"158","164","DECREASES_BELOW",""
,,,,,,,,,"177","162","FLOWS_FROM_TO",""
,,,,,,,,,"157","177","SENSES_CHANGE_IN_DIRECTION_OF",""
,,,,,,,,,"165","168","OPENS",""
,,,,,,,,,"169","159","DE-ENERGISED",""
,,,,,,,,,"166","174","OPEN",""
,,,,,,,,,"54","156","DISCONNECTED_FROM",""
,,,,,,,,,"178","179","MENTIONS",""
,,,,,,,,,"178","180","MENTIONS",""
,,,,,,,,,"178","181","MENTIONS",""
,,,,,,,,,"178","23","MENTIONS",""
,,,,,,,,,"178","182","MENTIONS",""
,,,,,,,,,"178","183","MENTIONS",""
,,,,,,,,,"178","184","MENTIONS",""
,,,,,,,,,"178","185","MENTIONS",""
,,,,,,,,,"178","186","MENTIONS",""
,,,,,,,,,"178","187","MENTIONS",""
,,,,,,,,,"178","188","MENTIONS",""
,,,,,,,,,"178","189","MENTIONS",""
,,,,,,,,,"178","190","MENTIONS",""
,,,,,,,,,"178","191","MENTIONS",""
,,,,,,,,,"178","192","MENTIONS",""
,,,,,,,,,"178","193","MENTIONS",""
,,,,,,,,,"178","194","MENTIONS",""
,,,,,,,,,"178","28","MENTIONS",""
,,,,,,,,,"178","195","MENTIONS",""
,,,,,,,,,"178","196","MENTIONS",""
,,,,,,,,,"195","181","CONTAINS_PART_NUMBERS_FOR",""
,,,,,,,,,"195","191","APPROVED_FOR_USE_ON",""
,,,,,,,,,"194","188","RATED_AT",""
,,,,,,,,,"196","188","RATED_AT",""
,,,,,,,,,"190","189","RATED_AT",""
,,,,,,,,,"186","192","FITTED_IN",""
,,,,,,,,,"186","184","CONTROLS_OUTPUT_AT",""
,,,,,,,,,"180","193","ENSURES_EQUAL_LOADING_WITHIN",""
,,,,,,,,,"179","23","REVEALED",""
,,,,,,,,,"23","182","CONSUMED",""
,,,,,,,,,"185","28","BURNT_THROUGH_COVER_OF",""
,,,,,,,,,"183","187","CAUSED_BLISTERING_IN",""
,,,,,,,,,"197","198","MENTIONS",""
,,,,,,,,,"197","199","MENTIONS",""
,,,,,,,,,"197","200","MENTIONS",""
,,,,,,,,,"197","201","MENTIONS",""
,,,,,,,,,"197","202","MENTIONS",""
,,,,,,,,,"197","203","MENTIONS",""
,,,,,,,,,"197","204","MENTIONS",""
,,,,,,,,,"197","205","MENTIONS",""
,,,,,,,,,"197","206","MENTIONS",""
,,,,,,,,,"197","207","MENTIONS",""
,,,,,,,,,"197","208","MENTIONS",""
,,,,,,,,,"197","209","MENTIONS",""
,,,,,,,,,"197","210","MENTIONS",""
,,,,,,,,,"205","207","REMAINED_INTEGRITY",""
,,,,,,,,,"201","203","NO_SMOKES_DAMAGE",""
,,,,,,,,,"198","200","TRAPPED_BETWEEN",""
,,,,,,,,,"202","210","DRAWN_OUT_OF",""
,,,,,,,,,"204","209","DAMAGED",""
,,,,,,,,,"208","198","COVERED_WITH",""
,,,,,,,,,"199","206","NO_EVIDENCE_OUTSIDE_OF",""
,,,,,,,,,"211","33","MENTIONS",""
,,,,,,,,,"211","212","MENTIONS",""
,,,,,,,,,"211","213","MENTIONS",""
,,,,,,,,,"211","214","MENTIONS",""
,,,,,,,,,"211","215","MENTIONS",""
,,,,,,,,,"211","48","MENTIONS",""
,,,,,,,,,"211","23","MENTIONS",""
,,,,,,,,,"211","89","MENTIONS",""
,,,,,,,,,"211","216","MENTIONS",""
,,,,,,,,,"211","217","MENTIONS",""
,,,,,,,,,"211","218","MENTIONS",""
,,,,,,,,,"211","219","MENTIONS",""
,,,,,,,,,"211","220","MENTIONS",""
,,,,,,,,,"211","221","MENTIONS",""
,,,,,,,,,"211","222","MENTIONS",""
,,,,,,,,,"211","223","MENTIONS",""
,,,,,,,,,"211","224","MENTIONS",""
,,,,,,,,,"221","216","VISUALLY_EXAMINED",""
,,,,,,,,,"220","216","FOUND_TO_BE_IN_CONDITION",""
,,,,,,,,,"215","89","TRIPPED",""
,,,,,,,,,"218","217","MOUNTED_NEAR",""
,,,,,,,,,"214","216","APPEARED_FROM_VISUAL_INSPECTION_TO_BE_IN_CONDITION",""
,,,,,,,,,"214","224","HAD_VOLTAGE_OF",""
,,,,,,,,,"48","219","FLIGHT_TO_MAINTENANCE_ORGANISATION",""
,,,,,,,,,"222","223","ADVISED_AAIB_THAT_WIRING_CONDITION",""
,,,,,,,,,"222","23","COULD_NOT_FIND_CAUSE_FOR",""
,,,,,,,,,"212","213","CARRIED_OUT_TO_TEST",""
,,,,,,,,,"48","33","FLIGHT_TO",""
,,,,,,,,,"225","226","MENTIONS",""
,,,,,,,,,"225","227","MENTIONS",""
,,,,,,,,,"225","228","MENTIONS",""
,,,,,,,,,"225","229","MENTIONS",""
,,,,,,,,,"225","230","MENTIONS",""
,,,,,,,,,"225","231","MENTIONS",""
,,,,,,,,,"225","232","MENTIONS",""
,,,,,,,,,"225","233","MENTIONS",""
,,,,,,,,,"225","234","MENTIONS",""
,,,,,,,,,"225","235","MENTIONS",""
,,,,,,,,,"225","236","MENTIONS",""
,,,,,,,,,"225","237","MENTIONS",""
,,,,,,,,,"225","238","MENTIONS",""
,,,,,,,,,"225","188","MENTIONS",""
,,,,,,,,,"225","189","MENTIONS",""
,,,,,,,,,"225","239","MENTIONS",""
,,,,,,,,,"228","234","PROVIDED",""
,,,,,,,,,"232","233","DETAILING",""
,,,,,,,,,"227","239","RECORDED",""
,,,,,,,,,"231","188","RATED_AT",""
,,,,,,,,,"236","189","RATED_AT",""
,,,,,,,,,"226","237","INSUFFICIENT_INFORMATION_FOR",""
,,,,,,,,,"235","230","ISSUED_BY",""
,,,,,,,,,"235","229","APPLICABLE_TO",""
,,,,,,,,,"235","238","REQUIRES_INSPECTION_OF",""
,,,,,,,,,"240","241","MENTIONS",""
,,,,,,,,,"240","230","MENTIONS",""
,,,,,,,,,"240","242","MENTIONS",""
,,,,,,,,,"240","243","MENTIONS",""
,,,,,,,,,"240","244","MENTIONS",""
,,,,,,,,,"240","245","MENTIONS",""
,,,,,,,,,"240","246","MENTIONS",""
,,,,,,,,,"240","247","MENTIONS",""
,,,,,,,,,"240","248","MENTIONS",""
,,,,,,,,,"240","249","MENTIONS",""
,,,,,,,,,"240","250","MENTIONS",""
,,,,,,,,,"240","251","MENTIONS",""
,,,,,,,,,"245","230","ISSUED_BY",""
,,,,,,,,,"245","241","BECAME_EFFECTIVE_ON",""
,,,,,,,,,"245","242","APPLICABLE_TO",""
,,,,,,,,,"247","251","MAY_CAUSE",""
,,,,,,,,,"246","251","INSTALL_TO_PRECLUDE",""
,,,,,,,,,"250","246","INSTALL_IN_ACCORDANCE_WITH",""
,,,,,,,,,"243","248","ISSUED_BY",""
,,,,,,,,,"243","249","BECAME_EFFECTIVE_ON",""
,,,,,,,,,"243","244","REQUIRED",""
,,,,,,,,,"252","253","MENTIONS",""
,,,,,,,,,"252","254","MENTIONS",""
,,,,,,,,,"252","255","MENTIONS",""
,,,,,,,,,"252","256","MENTIONS",""
,,,,,,,,,"252","257","MENTIONS",""
,,,,,,,,,"252","258","MENTIONS",""
,,,,,,,,,"252","259","MENTIONS",""
,,,,,,,,,"252","260","MENTIONS",""
,,,,,,,,,"252","261","MENTIONS",""
,,,,,,,,,"252","28","MENTIONS",""
,,,,,,,,,"252","262","MENTIONS",""
,,,,,,,,,"252","263","MENTIONS",""
,,,,,,,,,"252","152","MENTIONS",""
,,,,,,,,,"252","264","MENTIONS",""
,,,,,,,,,"252","265","MENTIONS",""
,,,,,,,,,"252","266","MENTIONS",""
,,,,,,,,,"252","267","MENTIONS",""
,,,,,,,,,"257","263","ISSUED_ON",""
,,,,,,,,,"257","253","REVISED_ON",""
,,,,,,,,,"257","262","REQUIRES_REMOVAL_AND_INSPECTION_OF",""
,,,,,,,,,"257","259","INSPECTION_INTERVAL",""
,,,,,,,,,"257","260","INSPECTION_REQUIREMENT",""
,,,,,,,,,"254","256","ISSUED_ON",""
,,,,,,,,,"254","266","REVISED_ON",""
,,,,,,,,,"254","152","INTRODUCES_HEAT_SHIELDING_AROUND",""
,,,,,,,,,"254","258","REQUIRES_REROUTING_OF",""
,,,,,,,,,"265","267","INTRODUCED_NEW_RCR",""
,,,,,,,,,"255","261","APPROVED_IN",""
,,,,,,,,,"255","264","REQUIRES_REROUTING_OF",""
,,,,,,,,,"255","28","INTRODUCES_FIRE_RESISTANT_PANELS_IN",""
,,,,,,,,,"268","269","MENTIONS",""
,,,,,,,,,"268","234","MENTIONS",""
,,,,,,,,,"268","270","MENTIONS",""
,,,,,,,,,"268","152","MENTIONS",""
,,,,,,,,,"268","271","MENTIONS",""
,,,,,,,,,"268","272","MENTIONS",""
,,,,,,,,,"268","273","MENTIONS",""
,,,,,,,,,"268","274","MENTIONS",""
,,,,,,,,,"268","275","MENTIONS",""
,,,,,,,,,"275","270","REWIRED_COMPLIANT_WITH",""
,,,,,,,,,"271","272","REMOVED_AT",""
,,,,,,,,,"271","234","EXAMINED_BY",""
,,,,,,,,,"271","269","TESTED_BY",""
,,,,,,,,,"152","274","IDENTIFIED_AS",""
,,,,,,,,,"152","273","MET_REQUIREMENTS_EXCEPT_FOR",""
,,,,,,,,,"276","277","MENTIONS",""
,,,,,,,,,"276","278","MENTIONS",""
,,,,,,,,,"276","279","MENTIONS",""
,,,,,,,,,"276","280","MENTIONS",""
,,,,,,,,,"276","281","MENTIONS",""
,,,,,,,,,"276","282","MENTIONS",""
,,,,,,,,,"276","283","MENTIONS",""
,,,,,,,,,"276","284","MENTIONS",""
,,,,,,,,,"276","285","MENTIONS",""
,,,,,,,,,"276","152","MENTIONS",""
,,,,,,,,,"276","171","MENTIONS",""
,,,,,,,,,"276","286","MENTIONS",""
,,,,,,,,,"276","287","MENTIONS",""
,,,,,,,,,"276","288","MENTIONS",""
,,,,,,,,,"276","289","MENTIONS",""
,,,,,,,,,"276","290","MENTIONS",""
,,,,,,,,,"276","291","MENTIONS",""
,,,,,,,,,"171","288","CLOSED_AT_VOLTAGE",""
,,,,,,,,,"171","290","OPENED_AT_VOLTAGE",""
,,,,,,,,,"171","278","SPECIFIED_LIMITS_FOR_CLOSING",""
,,,,,,,,,"171","280","SPECIFIED_LIMITS_FOR_OPENING",""
,,,,,,,,,"152","283","REMOVED_FROM_CONTAINER",""
,,,,,,,,,"171","152","OPERATED_BY_HAND_BEFORE_RETESTED",""
,,,,,,,,,"171","291","CLOSING_VOLTAGE_DURING_SECOND_TEST",""
,,,,,,,,,"171","277","OPENING_VOLTAGE_DURING_SECOND_TEST",""
,,,,,,,,,"279","287","MEASURED_VOLTAGE_DROP",""
,,,,,,,,,"279","281","CALCULATED_RESISTANCE",""
,,,,,,,,,"284","282","SPECIFIED_VOLTAGE_DROP_LIMIT",""
,,,,,,,,,"284","286","SPECIFIED_MAX_RESISTANCE",""
,,,,,,,,,"289","285","HIGHER_THAN_SPECIFIED_LIMIT",""
,,,,,,,,,"292","152","MENTIONS",""
,,,,,,,,,"292","293","MENTIONS",""
,,,,,,,,,"292","294","MENTIONS",""
,,,,,,,,,"292","295","MENTIONS",""
,,,,,,,,,"292","296","MENTIONS",""
,,,,,,,,,"292","297","MENTIONS",""
,,,,,,,,,"292","298","MENTIONS",""
,,,,,,,,,"292","299","MENTIONS",""
,,,,,,,,,"292","300","MENTIONS",""
,,,,,,,,,"292","204","MENTIONS",""
,,,,,,,,,"292","185","MENTIONS",""
,,,,,,,,,"152","294","HAS_CHARACTERISTIC",""
,,,,,,,,,"295","204","DEGRADED_BY",""
,,,,,,,,,"293","296","HAS_CHARACTERISTIC",""
,,,,,,,,,"297","300","FORMS_CONNECTION_AT",""
,,,,,,,,,"152","185","IS_SOURCE_OF",""
,,,,,,,,,"299","298","DESTROYED",""
,,,,,,,,,"301","302","MENTIONS",""
,,,,,,,,,"301","303","MENTIONS",""
,,,,,,,,,"301","304","MENTIONS",""
,,,,,,,,,"301","305","MENTIONS",""
,,,,,,,,,"301","296","MENTIONS",""
,,,,,,,,,"301","182","MENTIONS",""
,,,,,,,,,"301","306","MENTIONS",""
,,,,,,,,,"301","307","MENTIONS",""
,,,,,,,,,"301","308","MENTIONS",""
,,,,,,,,,"301","309","MENTIONS",""
,,,,,,,,,"301","310","MENTIONS",""
,,,,,,,,,"301","311","MENTIONS",""
,,,,,,,,,"301","312","MENTIONS",""
,,,,,,,,,"312","303","HAS_CONTACT_FACE",""
,,,,,,,,,"305","296","HAS_CHARACTERISTIC",""
,,,,,,,,,"311","304","SIMILAR_TO",""
,,,,,,,,,"306","309","IDENTICAL_TO",""
,,,,,,,,,"308","310","IDENTIFIED_AS",""
,,,,,,,,,"307","310","IDENTIFIES",""
,,,,,,,,,"182","302","IDENTIFIED_AS",""
,,,,,,,,,"313","314","MENTIONS",""
,,,,,,,,,"313","315","MENTIONS",""
,,,,,,,,,"313","316","MENTIONS",""
,,,,,,,,,"313","317","MENTIONS",""
,,,,,,,,,"313","318","MENTIONS",""
,,,,,,,,,"313","182","MENTIONS",""
,,,,,,,,,"313","319","MENTIONS",""
,,,,,,,,,"313","320","MENTIONS",""
,,,,,,,,,"313","321","MENTIONS",""
,,,,,,,,,"313","322","MENTIONS",""
,,,,,,,,,"313","323","MENTIONS",""
,,,,,,,,,"313","324","MENTIONS",""
,,,,,,,,,"313","325","MENTIONS",""
,,,,,,,,,"313","326","MENTIONS",""
,,,,,,,,,"313","327","MENTIONS",""
,,,,,,,,,"313","204","MENTIONS",""
,,,,,,,,,"317","182","POSITIONED_AROUND",""
,,,,,,,,,"324","327","RESULT_OF",""
,,,,,,,,,"321","318","MEASURED_AS",""
,,,,,,,,,"320","314","COMPARED_TO",""
,,,,,,,,,"326","204","DAMAGED_BY",""
,,,,,,,,,"325","319","MELTED_DUE_TO",""
,,,,,,,,,"322","316","MELTED_AT",""
,,,,,,,,,"315","323","WOULD_HAVE_SHORTED_ON",""
,,,,,,,,,"328","329","MENTIONS",""
,,,,,,,,,"328","330","MENTIONS",""
,,,,,,,,,"328","331","MENTIONS",""
,,,,,,,,,"328","332","MENTIONS",""
,,,,,,,,,"328","333","MENTIONS",""
,,,,,,,,,"328","334","MENTIONS",""
,,,,,,,,,"328","335","MENTIONS",""
,,,,,,,,,"328","336","MENTIONS",""
,,,,,,,,,"328","337","MENTIONS",""
,,,,,,,,,"328","338","MENTIONS",""
,,,,,,,,,"328","339","MENTIONS",""
,,,,,,,,,"337","333","DEPENDENT_ON",""
,,,,,,,,,"337","336","DOES_NOT_CONFORM_TO",""
,,,,,,,,,"335","330","CLOSEST_TO",""
,,,,,,,,,"334","329","EXAMINED",""
,,,,,,,,,"338","332","OPINION",""
,,,,,,,,,"338","331","NO_LONGER_HOLDS",""
,,,,,,,,,"338","339","UNABLE_TO_DETERMINE",""
,,,,,,,,,"340","341","MENTIONS",""
,,,,,,,,,"340","342","MENTIONS",""
,,,,,,,,,"340","308","MENTIONS",""
,,,,,,,,,"340","343","MENTIONS",""
,,,,,,,,,"340","344","MENTIONS",""
,,,,,,,,,"340","345","MENTIONS",""
,,,,,,,,,"340","181","MENTIONS",""
,,,,,,,,,"340","272","MENTIONS",""
,,,,,,,,,"340","346","MENTIONS",""
,,,,,,,,,"340","347","MENTIONS",""
,,,,,,,,,"347","343","UNAWARE_OF",""
,,,,,,,,,"347","345","UNAWARE_OF",""
,,,,,,,,,"347","346","UNAWARE_OF",""
,,,,,,,,,"347","341","ADVISED_TO_DISCARD",""
,,,,,,,,,"181","342","FITTED_TO",""
,,,,,,,,,"308","272","REMOVED_AT",""
,,,,,,,,,"181","344","FLYING_HOURS_BEFORE_ACCIDENT",""
,,,,,,,,,"348","349","MENTIONS",""
,,,,,,,,,"348","308","MENTIONS",""
,,,,,,,,,"348","350","MENTIONS",""
,,,,,,,,,"348","351","MENTIONS",""
,,,,,,,,,"348","182","MENTIONS",""
,,,,,,,,,"348","352","MENTIONS",""
,,,,,,,,,"348","272","MENTIONS",""
,,,,,,,,,"348","188","MENTIONS",""
,,,,,,,,,"348","189","MENTIONS",""
,,,,,,,,,"348","353","MENTIONS",""
,,,,,,,,,"348","354","MENTIONS",""
,,,,,,,,,"348","355","MENTIONS",""
,,,,,,,,,"182","188","RATED_AT",""
,,,,,,,,,"182","354","FITTED_TO_AIRCRAFT_IN",""
,,,,,,,,,"182","353","FLYING_HOURS_PRIOR_TO_ACCIDENT",""
,,,,,,,,,"182","351","OVERHAULED_I.A.W.",""
,,,,,,,,,"182","349","CONTACTS_CONDITION",""
,,,,,,,,,"182","355","ACTION_RECORDED",""
,,,,,,,,,"308","350","FITTED_AT",""
,,,,,,,,,"308","189","RATED_AT",""
,,,,,,,,,"308","352","OVERHAULED_AND_TESTED_I.A.W.",""
,,,,,,,,,"356","152","MENTIONS",""
,,,,,,,,,"356","357","MENTIONS",""
,,,,,,,,,"356","358","MENTIONS",""
,,,,,,,,,"356","359","MENTIONS",""
,,,,,,,,,"356","360","MENTIONS",""
,,,,,,,,,"356","351","MENTIONS",""
,,,,,,,,,"356","361","MENTIONS",""
,,,,,,,,,"356","362","MENTIONS",""
,,,,,,,,,"356","272","MENTIONS",""
,,,,,,,,,"356","188","MENTIONS",""
,,,,,,,,,"356","363","MENTIONS",""
,,,,,,,,,"356","349","MENTIONS",""
,,,,,,,,,"356","364","MENTIONS",""
,,,,,,,,,"152","272","REMOVED_AT",""
,,,,,,,,,"361","188","RATED_AT",""
,,,,,,,,,"361","357","FITTED_TO_AIRCRAFT_ON",""
,,,,,,,,,"361","363","FLIGHT_HOURS_BEFORE_REMOVAL",""
,,,,,,,,,"362","358","DATED_ON",""
,,,,,,,,,"362","351","RECORDED_OVERHAUL_I.A.W.",""
,,,,,,,,,"359","349","RECORDED_CONTACTS_CONDITION",""
,,,,,,,,,"364","360","RECORDED_ACTION_OVERHAUL_I.A.W.",""
,,,,,,,,,"365","366","MENTIONS",""
,,,,,,,,,"365","367","MENTIONS",""
,,,,,,,,,"365","368","MENTIONS",""
,,,,,,,,,"365","369","MENTIONS",""
,,,,,,,,,"365","370","MENTIONS",""
,,,,,,,,,"365","362","MENTIONS",""
,,,,,,,,,"365","371","MENTIONS",""
,,,,,,,,,"365","372","MENTIONS",""
,,,,,,,,,"365","373","MENTIONS",""
,,,,,,,,,"365","222","MENTIONS",""
,,,,,,,,,"365","374","MENTIONS",""
,,,,,,,,,"222","374","PROVIDED_DOCUMENT_TO",""
,,,,,,,,,"370","362","REFERENCED_IN",""
,,,,,,,,,"368","371","HAD_TITLE",""
,,,,,,,,,"373","367","ANNOTATED_AS",""
,,,,,,,,,"373","366","HAD_TITLE",""
,,,,,,,,,"370","372","PROVIDED_INFORMATION_ON",""
,,,,,,,,,"370","369","DID_NOT_CONTAIN_INFORMATION_FOR",""
,,,,,,,,,"375","191","MENTIONS",""
,,,,,,,,,"375","23","MENTIONS",""
,,,,,,,,,"375","28","MENTIONS",""
,,,,,,,,,"375","376","MENTIONS",""
,,,,,,,,,"375","377","MENTIONS",""
,,,,,,,,,"375","378","MENTIONS",""
,,,,,,,,,"375","379","MENTIONS",""
,,,,,,,,,"375","380","MENTIONS",""
,,,,,,,,,"375","381","MENTIONS",""
,,,,,,,,,"375","382","MENTIONS",""
,,,,,,,,,"375","383","MENTIONS",""
,,,,,,,,,"375","182","MENTIONS",""
,,,,,,,,,"191","376","HAS_INSPECTION_SCHEDULE",""
,,,,,,,,,"191","380","REQUIRES_CHECK",""
,,,,,,,,,"378","382","CALLS_FOR_EXAMINATION",""
,,,,,,,,,"378","377","CALLS_FOR_REMOVAL_AND_TESTING",""
,,,,,,,,,"381","379","NO_REQUIREMENT_FOR_OVERHAUL",""
,,,,,,,,,"23","182","STARTED_IN",""
,,,,,,,,,"383","28","DID_NOT_SPREAD_OUTSIDE",""
,,,,,,,,,"384","385","MENTIONS",""
,,,,,,,,,"384","386","MENTIONS",""
,,,,,,,,,"384","387","MENTIONS",""
,,,,,,,,,"384","25","MENTIONS",""
,,,,,,,,,"384","89","MENTIONS",""
,,,,,,,,,"384","388","MENTIONS",""
,,,,,,,,,"384","150","MENTIONS",""
,,,,,,,,,"384","23","MENTIONS",""
,,,,,,,,,"384","90","MENTIONS",""
,,,,,,,,,"384","389","MENTIONS",""
,,,,,,,,,"384","390","MENTIONS",""
,,,,,,,,,"384","391","MENTIONS",""
,,,,,,,,,"25","390","OBSERVED",""
,,,,,,,,,"390","391","CAUSED_BY",""
,,,,,,,,,"90","388","ON-LINE",""
,,,,,,,,,"385","386","MAY_HAVE_CAUSED",""
,,,,,,,,,"25","387","NOTICED",""
,,,,,,,,,"89","389","PROVIDING_POWER_TO",""
,,,,,,,,,"150","23","CAUSED_AND_SUSTAINED",""
,,,,,,,,,"392","25","MENTIONS",""
,,,,,,,,,"392","393","MENTIONS",""
,,,,,,,,,"392","61","MENTIONS",""
,,,,,,,,,"392","394","MENTIONS",""
,,,,,,,,,"392","214","MENTIONS",""
,,,,,,,,,"392","395","MENTIONS",""
,,,,,,,,,"392","396","MENTIONS",""
,,,,,,,,,"392","221","MENTIONS",""
,,,,,,,,,"392","49","MENTIONS",""
,,,,,,,,,"392","397","MENTIONS",""
,,,,,,,,,"392","398","MENTIONS",""
,,,,,,,,,"25","221","PERFORMED_ACTION_ON",""
,,,,,,,,,"25","61","PERFORMED_ACTION_ON",""
,,,,,,,,,"49","397","CONTINUED_TO_TURN_AT",""
,,,,,,,,,"214","395","PROVIDING_POWER_TO",""
,,,,,,,,,"61","393","POSITION_OF",""
,,,,,,,,,"396","393","POSITION_OF",""
,,,,,,,,,"398","394","OCCURRED_BEFORE_ACTION_BY_CREW",""
,,,,,,,,,"399","400","MENTIONS",""
,,,,,,,,,"399","182","MENTIONS",""
,,,,,,,,,"399","306","MENTIONS",""
,,,,,,,,,"399","401","MENTIONS",""
,,,,,,,,,"399","402","MENTIONS",""
,,,,,,,,,"399","403","MENTIONS",""
,,,,,,,,,"399","185","MENTIONS",""
,,,,,,,,,"306","182","PART_OF",""
,,,,,,,,,"306","402","EXPERIENCED_BEHAVIOR",""
,,,,,,,,,"403","400","CHECKED_FOR_FAULTS",""
,,,,,,,,,"185","401","POSSIBLE_CAUSE",""
,,,,,,,,,"404","230","MENTIONS",""
,,,,,,,,,"404","405","MENTIONS",""
,,,,,,,,,"404","406","MENTIONS",""
,,,,,,,,,"404","407","MENTIONS",""
,,,,,,,,,"404","408","MENTIONS",""
,,,,,,,,,"404","409","MENTIONS",""
,,,,,,,,,"404","410","MENTIONS",""
,,,,,,,,,"404","411","MENTIONS",""
,,,,,,,,,"230","406","ISSUED_AD",""
,,,,,,,,,"410","405","BREACHED_BY",""
,,,,,,,,,"411","407","SUSTAINED_DAMAGE_FROM",""
,,,,,,,,,"409","230","MADE_TO",""
,,,,,,,,,"410","408","FITS_AROUND",""
,,,,,,,,,"412","413","MENTIONS",""
,,,,,,,,,"412","310","MENTIONS",""
,,,,,,,,,"412","414","MENTIONS",""
,,,,,,,,,"412","230","MENTIONS",""
,,,,,,,,,"412","182","MENTIONS",""
,,,,,,,,,"412","415","MENTIONS",""
,,,,,,,,,"412","416","MENTIONS",""
,,,,,,,,,"412","417","MENTIONS",""
,,,,,,,,,"182","310","IDENTIFIED_AS",""
,,,,,,,,,"415","417","REMOVED_BEFORE",""
,,,,,,,,,"416","414","NOT_APPROVED_FOR_USE_ON",""
,,,,,,,,,"230","413","RECOMMENDED_TO_ENSURE",""
,,,,,,,,,"418","419","MENTIONS",""
,,,,,,,,,"418","420","MENTIONS",""
,,,,,,,,,"418","421","MENTIONS",""
,,,,,,,,,"418","422","MENTIONS",""
,,,,,,,,,"418","423","MENTIONS",""
,,,,,,,,,"418","424","MENTIONS",""
,,,,,,,,,"418","425","MENTIONS",""
,,,,,,,,,"418","181","MENTIONS",""
,,,,,,,,,"418","426","MENTIONS",""
,,,,,,,,,"418","427","MENTIONS",""
,,,,,,,,,"418","428","MENTIONS",""
,,,,,,,,,"418","189","MENTIONS",""
,,,,,,,,,"418","429","MENTIONS",""
,,,,,,,,,"418","430","MENTIONS",""
,,,,,,,,,"181","426","EXPERIENCED_FAILURES_DUE_TO",""
,,,,,,,,,"428","430","MOST_LIKELY_OCCURRED_ON",""
,,,,,,,,,"425","189","RATED_AT",""
,,,,,,,,,"425","427","HAS_IMPROVED_CONTACT_DESIGN",""
,,,,,,,,,"421","422","NO_REQUIREMENT_TO_REPLACE_UNLESS",""
,,,,,,,,,"419","420","MOSTLY_OCCURRED_WITH",""
,,,,,,,,,"429","424","RECOMMENDS_REPLACEMENT_OF",""
,,,,,,,,,"429","423","RECOMMENDS_REPLACEMENT_WITH",""
,,,,,,,,,"431","432","MENTIONS",""
,,,,,,,,,"431","308","MENTIONS",""
,,,,,,,,,"431","433","MENTIONS",""
,,,,,,,,,"431","434","MENTIONS",""
,,,,,,,,,"431","182","MENTIONS",""
,,,,,,,,,"431","435","MENTIONS",""
,,,,,,,,,"431","436","MENTIONS",""
,,,,,,,,,"431","437","MENTIONS",""
,,,,,,,,,"431","438","MENTIONS",""
,,,,,,,,,"431","439","MENTIONS",""
,,,,,,,,,"431","440","MENTIONS",""
,,,,,,,,,"431","416","MENTIONS",""
,,,,,,,,,"431","441","MENTIONS",""
,,,,,,,,,"431","442","MENTIONS",""
,,,,,,,,,"431","443","MENTIONS",""
,,,,,,,,,"416","434","RECORDED_IN",""
,,,,,,,,,"416","438","OVERHAULED_BY",""
,,,,,,,,,"416","443","TESTED_IN_ACCORDANCE_WITH",""
,,,,,,,,,"436","439","REPLACED_IF_FAILED",""
,,,,,,,,,"440","441","CONSISTENT_WITH",""
,,,,,,,,,"435","442","REQUIRED_TO_BE_BENCH_TESTED_EVERY",""
,,,,,,,,,"182","432","FLIGHT_HOURS_SINCE_LAST_TEST",""
,,,,,,,,,"308","437","SERIAL_NUMBER",""
,,,,,,,,,"308","433","FLIGHT_HOURS_SINCE_LAST_TEST",""
,,,,,,,,,"444","445","MENTIONS",""
,,,,,,,,,"444","446","MENTIONS",""
,,,,,,,,,"444","447","MENTIONS",""
,,,,,,,,,"444","448","MENTIONS",""
,,,,,,,,,"444","449","MENTIONS",""
,,,,,,,,,"444","450","MENTIONS",""
,,,,,,,,,"444","230","MENTIONS",""
